ticketid,use_date,start_time,end_time,assignment,comments,repname,repsign,vendorsign,sign_date,equipmentid_id,incidentid_id,vendorid_id
42,2018-11-16 11:25:44,2018-09-29 00:28:28,2019-02-27 08:00:08,monitor crews,unacceptable,Ashely Kohlerman,Leo Speight,Maurits Pattington,2018-04-23 19:40:20,38,21,65
62,2018-06-10 19:03:04,2018-10-16 08:18:05,2019-01-07 16:35:05,water,exceptional,Yettie Rosenvasser,Johannes Clive,Caspar Andover,2018-10-31 08:13:10,71,61,17
85,2018-08-17 13:54:23,2018-10-01 23:01:22,2018-05-13 17:32:05,water,unacceptable,Estel Ilymanov,Porty Buncombe,Bruce Tippett,2018-08-14 20:26:03,52,57,50
53,2018-08-02 12:19:16,2018-05-25 09:17:38,2019-04-02 13:21:13,water,great,Benn Waddup,Sharline Winning,Liliane Stroband,2019-02-24 00:10:16,13,48,60
57,2018-07-05 10:20:06,2019-01-05 04:02:55,2018-05-01 00:31:19,monitor crews,great,Floris Filisov,Duff Hulke,Quill McQuillan,2018-05-28 05:56:55,22,66,26
13,2019-03-20 21:34:06,2018-08-21 06:50:21,2019-01-17 21:55:37,water,great,Ly Jakubowski,Annabela Najera,Dennis Keston,2018-10-14 02:15:04,45,47,19
89,2018-09-21 23:33:56,2018-10-08 07:50:51,2018-06-10 18:41:51,cut brush,great,Pooh Farnworth,Dede Abdee,Waldemar Drohan,2018-11-01 00:09:56,33,33,60
88,2018-06-27 12:37:11,2018-06-28 19:51:53,2018-06-30 04:25:32,water,exceptional,Kikelia Sparshett,Anallese Patman,Cesare Tocqueville,2019-01-01 07:12:47,9,30,59
96,2018-12-18 05:04:16,2018-05-31 04:34:33,2018-06-25 18:36:05,water,unacceptable,Elnora Durnan,Aeriel Cockshott,Danyette Trorey,2019-02-21 19:29:14,10,28,24
58,2019-02-19 19:00:07,2018-04-25 14:45:17,2019-03-15 14:24:23,cut brush,poor,Perrine Winger,Demetra Barehead,Ezechiel Megahey,2019-01-08 11:52:31,99,26,38
23,2019-03-29 22:03:27,2019-03-24 11:27:12,2018-11-10 17:32:18,monitor crews,exceptional,Tad McManamon,Charissa Deetlof,Mattias Ozanne,2018-04-16 16:00:19,24,87,19
11,2018-09-22 05:34:02,2019-03-21 05:49:38,2018-11-21 11:52:53,water,exceptional,Jacquelin Wrankmore,Roman Emby,Wayland Iacopetti,2018-07-11 20:36:46,43,62,49
46,2018-04-12 01:16:42,2018-12-24 07:09:50,2018-07-07 06:30:55,cut brush,exceptional,Lewie Wyness,Lilias Gowthorpe,Emelen Minors,2018-12-03 17:54:38,18,86,79
49,2018-11-01 19:34:53,2018-10-27 01:29:01,2018-07-19 16:58:22,water,unacceptable,George Eidelman,Anjanette Olenchikov,Lela Liggens,2018-09-22 18:28:43,11,10,51
1,2018-07-19 18:31:21,2018-10-03 12:36:07,2018-08-11 10:37:20,cut brush,exceptional,Robenia Louiset,Quinn Fiddiman,Erika Willmer,2018-08-18 00:11:04,49,47,17
96,2018-10-21 09:41:55,2019-02-24 12:38:39,2018-10-20 12:17:46,monitor crews,poor,Jennee Duffil,Barty Winson,Marga Gravey,2019-01-19 14:37:00,39,49,11
35,2018-06-29 22:09:05,2018-12-23 20:14:54,2018-07-25 20:12:01,monitor crews,great,Wolfgang Corston,Nick Defries,Jules Long,2018-09-14 10:32:59,32,3,5
76,2018-05-31 08:34:59,2018-07-24 09:33:57,2019-04-08 01:30:16,cut brush,unacceptable,Lanie Ryrie,Phillip Breukelman,Juliann Eam,2018-12-19 06:46:12,39,29,74
35,2018-10-26 15:31:11,2019-02-21 03:20:59,2019-02-28 22:21:23,monitor crews,exceptional,Valina Goodered,Chip Vlach,Ciel Foxcroft,2018-12-19 15:54:18,27,96,57
6,2018-10-19 08:05:22,2018-11-20 01:11:39,2018-08-18 05:13:22,monitor crews,poor,Hallsy Blowick,Yvor McTrustram,Abagail Bohlsen,2019-02-03 15:44:36,99,98,49
18,2019-01-20 06:21:04,2018-08-28 11:14:40,2018-09-09 02:59:54,cut brush,exceptional,Marchall Chritchlow,Salaidh Petrasek,Michel MacEvilly,2018-10-14 21:09:38,13,74,37
40,2018-12-24 14:30:37,2018-11-11 04:45:43,2018-09-27 12:10:28,monitor crews,unacceptable,Horten Pentony,Gabbie Tallman,Scarlett Boig,2018-08-19 11:13:51,70,72,27
22,2018-06-25 01:13:25,2018-08-16 03:44:46,2018-11-26 10:40:41,monitor crews,unacceptable,Pierce Vankov,Timothy Boc,Robbi Huskisson,2018-05-14 15:33:45,25,21,64
85,2018-05-01 18:54:19,2018-06-08 21:20:26,2018-11-09 12:47:11,cut brush,exceptional,Ely Roon,Orella Lockett,Meris Glozman,2019-02-28 14:21:32,36,52,8
41,2018-10-16 16:53:51,2019-04-05 14:43:27,2019-02-03 03:47:16,water,great,Gerek Coomber,Leopold Caizley,Melitta Glenn,2018-04-21 23:08:51,5,59,16
10,2018-07-15 07:17:17,2018-09-30 07:36:17,2019-01-21 14:25:26,cut brush,unacceptable,Kristofor Partener,Orson Jeste,Kingston Bruyntjes,2018-11-20 03:04:41,44,34,29
12,2018-08-07 09:57:40,2018-08-15 05:34:18,2018-08-04 21:26:15,monitor crews,unacceptable,Sibby Readwin,Lenard Quartley,Herminia Blastock,2019-01-15 17:01:17,3,81,63
25,2018-10-01 04:14:16,2018-04-21 22:51:08,2018-11-27 09:24:39,cut brush,unacceptable,Giustina Swift,Datha Brobyn,Gerek Flecknoe,2019-03-04 05:31:34,12,70,23
22,2019-02-19 04:12:39,2018-09-16 20:43:19,2018-10-02 05:40:35,monitor crews,unacceptable,Carr Meece,Clair Aumerle,Clementine Glasscoo,2018-04-19 18:57:01,8,9,70
9,2018-07-01 05:23:06,2018-12-31 02:38:33,2019-02-26 22:33:56,water,great,Trenton De Souza,Sharon Leijs,Joelle Speke,2018-12-20 05:59:48,100,73,15
79,2019-02-23 13:18:36,2018-09-14 15:23:35,2019-03-05 22:41:03,cut brush,poor,Cobby Couronne,Nye Sutch,Birgitta Ephson,2019-01-12 09:04:38,57,72,38
27,2018-12-16 12:52:43,2019-01-10 08:38:33,2018-04-16 12:41:06,cut brush,unacceptable,Gabriele Jane,Sheridan Schukraft,Sonnie Davidson,2019-03-24 18:55:10,100,52,64
91,2018-12-30 22:59:36,2019-04-10 21:39:55,2019-01-08 20:43:41,water,unacceptable,Angela Agostini,Georg Eymor,Cristabel Boughton,2018-05-21 14:43:11,60,24,84
16,2018-08-23 20:44:03,2019-01-03 06:47:44,2018-10-01 14:32:31,monitor crews,exceptional,Chrissy Ruppele,Flory Stempe,Cher O'Donoghue,2018-07-05 15:24:21,40,78,8
79,2018-09-30 14:18:56,2018-12-24 02:13:19,2018-10-20 12:59:05,cut brush,exceptional,Kakalina Cuffe,Shae McArt,Alistair Pays,2018-08-24 00:38:21,58,57,19
42,2018-09-06 13:24:03,2018-11-23 19:31:42,2019-02-15 12:56:31,monitor crews,unacceptable,Erasmus Dodson,Giordano Haselup,Jarred Blackaller,2018-08-28 13:18:12,76,35,85
53,2018-08-18 17:37:26,2019-03-18 03:00:09,2018-07-10 16:21:42,monitor crews,great,Bill Sworn,Pierrette Rhyme,Anica Bierman,2018-06-08 19:38:05,13,65,25
63,2019-01-26 12:04:40,2019-03-07 04:57:41,2018-08-08 16:32:50,cut brush,poor,Olia Geeraert,Anitra Sample,Markos Spraggs,2018-08-02 00:05:20,32,45,3
72,2019-02-15 00:11:31,2018-08-14 16:26:18,2018-11-11 06:09:52,cut brush,unacceptable,Cherie Gaynor,Ingeberg Don,Carey Corballis,2019-03-29 06:02:23,33,27,64
60,2019-03-28 05:50:58,2018-09-01 08:14:02,2018-11-27 21:17:25,monitor crews,unacceptable,Kaycee Game,Melinde Birts,Selie Escale,2018-09-29 04:20:55,31,19,35
87,2018-09-04 08:41:33,2018-08-28 19:20:25,2019-03-24 12:06:28,water,exceptional,Tully Huie,Jerry Hollebon,Velma Houlworth,2018-04-22 21:55:36,88,18,82
92,2018-05-11 13:41:06,2018-09-26 11:19:31,2018-08-12 21:42:43,monitor crews,poor,Clio Conry,Tobye Wroath,Fey Goodge,2018-11-06 17:38:20,78,42,82
50,2019-01-01 18:24:10,2018-11-28 01:47:42,2018-08-16 00:54:38,cut brush,exceptional,Ross Pallin,Mollee McGlone,Berton Buckleigh,2019-03-28 22:18:16,92,32,9
73,2018-08-09 01:34:05,2019-02-26 12:29:51,2019-03-20 21:13:41,monitor crews,poor,Andie Wickson,Aila Gullick,Pippo McGillicuddy,2018-06-14 00:47:13,58,31,38
94,2018-05-26 21:00:03,2018-05-07 22:31:34,2018-10-17 05:12:59,cut brush,unacceptable,Guglielmo Fraschetti,Cesare Ludl,Brier Skuse,2018-09-14 00:00:36,12,43,23
92,2018-04-17 06:26:41,2018-09-15 22:39:27,2018-07-16 23:36:45,monitor crews,great,Iver Gioani,Garold Tante,Stanislaus Adds,2018-12-03 02:41:26,84,53,53
16,2018-09-17 01:42:43,2018-08-21 01:48:14,2019-02-08 04:49:46,monitor crews,poor,Elton Hinder,Vidovic Aizik,Austin Rome,2018-12-07 03:30:04,24,4,83
74,2019-02-11 01:50:09,2018-04-26 00:43:42,2018-11-27 18:09:04,cut brush,exceptional,Dyann Gerardi,Jori Gerold,Shae Crombie,2018-12-08 06:50:58,51,78,68
16,2019-02-20 17:00:21,2018-07-22 23:17:20,2019-04-04 16:12:48,cut brush,exceptional,Heall Ginley,Mavis Clews,Symon Griswood,2018-08-19 22:24:11,92,2,64
26,2018-07-23 12:18:33,2019-03-07 07:47:01,2018-04-25 23:41:25,cut brush,exceptional,Ianthe Camacho,Leoine Augie,Mano Coldbathe,2018-08-05 10:19:06,8,77,37
60,2018-11-01 01:46:52,2019-03-31 20:56:59,2018-10-18 01:15:33,monitor crews,poor,Shelia Harriss,Susanne Kingsnode,Virgie Ivanovic,2018-10-11 08:53:52,20,92,32
15,2019-02-15 06:23:35,2018-10-29 21:11:10,2018-05-03 16:14:29,water,unacceptable,Artair Heatly,Lucille Humphrys,Fonz Cicchetto,2018-12-07 10:23:51,46,47,62
92,2018-07-21 05:48:10,2019-02-17 19:03:55,2018-12-21 04:10:18,water,poor,Fanechka Barabisch,Alla Dunphy,Frasquito Pierton,2018-11-14 14:46:48,13,64,97
61,2019-03-18 01:01:16,2019-04-01 11:35:07,2018-10-15 11:01:15,water,exceptional,Cazzie Jessep,Loise Hatcliffe,Fenelia Lerego,2018-08-03 01:08:28,41,5,98
59,2018-11-02 22:28:15,2018-05-15 19:02:56,2018-07-04 18:36:54,cut brush,poor,Forester Thrussell,Rochelle Voce,Ingeberg Andrejs,2019-01-28 08:31:38,74,22,58
64,2018-10-18 20:26:24,2018-04-11 12:11:42,2018-11-18 03:33:04,monitor crews,great,Riobard McGenn,Georgie Sibbons,Philip Molian,2018-11-02 08:16:13,18,88,99
85,2018-08-31 06:26:11,2019-02-06 12:37:13,2018-12-31 01:51:56,monitor crews,poor,Meredeth Frankcom,Thaddeus Thorold,Clarisse Chyuerton,2018-10-09 19:17:13,74,85,99
64,2018-11-08 15:08:21,2018-07-14 22:38:38,2019-01-22 22:48:43,water,great,Sal Napoli,Idalina Tousey,Hercule Seekings,2018-12-31 07:55:37,97,43,51
6,2018-12-04 13:12:28,2019-02-13 23:31:30,2018-05-24 11:55:19,water,great,Tomasina Voaden,Wayland Trevain,Olga Lethbridge,2019-01-19 23:42:14,47,5,9
92,2018-07-30 23:00:55,2018-09-05 09:53:39,2018-08-16 08:30:20,water,exceptional,Raina Rolance,Maressa Geggus,Marcelia Forcer,2018-05-22 16:29:57,58,11,79
78,2018-05-18 19:18:09,2019-02-01 01:34:43,2019-01-04 14:08:18,water,unacceptable,Bryant Raiston,Gregg Lemm,Vida Bramwell,2018-09-30 05:35:45,48,2,90
14,2018-09-11 13:50:40,2019-02-03 00:12:54,2019-03-11 01:30:51,cut brush,poor,Hastings Smickle,Reinold Toogood,Gilbertina Naismith,2018-04-29 22:57:41,14,76,77
78,2018-12-15 22:57:55,2018-12-26 18:40:58,2019-01-24 18:13:33,cut brush,exceptional,Elmore Folonin,Jabez Neame,Jeno Atcherley,2019-02-22 04:19:05,72,2,77
24,2018-05-03 22:31:35,2019-01-22 20:56:49,2018-10-26 15:32:02,water,exceptional,Tobias Shilton,Giles Cragoe,Karmen Jaquiss,2018-05-22 05:03:00,79,56,57
25,2019-01-25 07:43:08,2018-05-24 23:28:33,2019-03-20 12:19:21,cut brush,poor,Ceciley Sonnenschein,Freeman Hebron,Freda Keir,2019-01-15 10:06:36,38,37,84
97,2018-06-06 03:16:13,2019-03-15 00:39:04,2018-09-14 17:53:29,monitor crews,exceptional,Clemmie Latimer,Marlena Garbar,Gerrilee Gartside,2019-02-03 18:17:27,14,66,72
70,2018-11-14 20:12:33,2018-10-04 07:22:54,2019-02-28 15:44:24,cut brush,exceptional,Cristina Bigley,Livvy Tabram,Malachi Puckham,2018-05-11 14:50:27,7,98,100
10,2018-06-02 19:00:16,2018-08-06 18:25:17,2019-02-06 16:01:35,cut brush,unacceptable,Cherice Ridgley,Ashli Nowak,Giulia Driffill,2018-12-14 23:23:56,99,43,22
85,2018-11-01 15:33:52,2019-04-04 06:29:49,2018-11-26 02:57:50,cut brush,great,Irving Penn,Mortie Dryden,Edwin Gerbl,2019-03-05 10:39:43,40,77,42
82,2018-09-28 00:16:50,2018-08-23 03:32:52,2019-03-15 11:32:02,water,exceptional,Kippie O'Hickey,Tedd Guiet,Kim Davidavidovics,2018-10-05 03:15:31,1,19,52
37,2018-09-07 18:04:58,2018-11-25 22:46:10,2019-04-02 20:01:40,cut brush,unacceptable,Emogene Order,Gabie Casse,Ken Pennycuick,2018-10-06 22:55:06,11,100,85
15,2018-12-21 10:25:33,2018-07-27 17:46:23,2018-06-16 22:16:41,cut brush,poor,Avie Faunch,Kym Bletso,Lauree Pennyman,2019-01-11 18:51:44,17,64,28
51,2018-07-21 10:41:50,2018-09-18 11:57:36,2018-05-03 08:01:37,cut brush,unacceptable,Antonino Hinstock,Sharon Rigmond,Maude Davidesco,2018-06-29 07:07:31,33,18,68
47,2018-06-06 07:07:42,2018-06-02 16:41:57,2018-08-06 09:05:33,water,poor,Ines Yesson,Petrina Beteriss,Gregg Jeram,2018-11-24 14:02:53,7,7,52
53,2018-10-11 12:33:25,2019-01-20 15:19:50,2018-09-17 19:34:08,monitor crews,great,Meagan Campion,Verine Emmert,Alister Sacase,2018-10-17 13:18:30,11,96,44
93,2018-12-11 04:23:00,2019-01-25 19:35:32,2018-06-10 05:57:25,monitor crews,unacceptable,Mikkel Batteson,Dudley Grinnov,Ashli Coulson,2018-04-29 18:19:21,7,40,87
14,2018-10-13 09:07:44,2019-02-26 09:16:06,2018-09-18 11:19:04,cut brush,great,Trudey Asgodby,Mira Ryrie,Yolanda Lodovichi,2019-03-10 08:08:09,60,57,3
70,2019-01-25 08:02:32,2018-07-28 13:30:13,2019-01-07 06:52:52,monitor crews,great,Liliane Coombs,Samuel Parysowna,Kaleb Delicate,2018-12-13 10:04:27,37,26,64
71,2019-01-17 12:13:22,2018-10-02 01:44:00,2018-05-31 02:01:03,cut brush,poor,Hyman Hadye,Finlay Gatward,Padriac Panichelli,2018-07-05 20:15:04,68,78,28
48,2019-01-27 22:50:17,2018-11-05 01:19:38,2018-10-27 10:22:21,cut brush,unacceptable,Emmeline Sanderson,Merill Kleinbaum,Feliza Coade,2018-09-24 05:36:25,85,99,93
59,2018-06-03 07:24:16,2018-06-12 03:54:15,2019-04-07 11:33:49,water,unacceptable,Alonso Cheer,Lise Dorsey,Garth Blance,2018-06-02 19:33:07,73,43,70
99,2018-10-11 08:14:40,2018-09-22 19:44:31,2018-07-13 15:23:22,water,great,Alasdair Avo,Emmye Yitzhok,Janna Kohring,2019-02-22 00:46:04,62,71,63
28,2018-10-31 04:09:17,2018-04-21 17:33:50,2018-10-23 14:14:43,cut brush,unacceptable,Dotti Ruselin,Kathryn Servante,Rozele Fatscher,2018-08-15 19:40:53,6,61,51
25,2018-04-14 21:14:23,2019-01-06 00:50:13,2018-07-23 08:38:32,monitor crews,great,Hewet Jeste,Liza Vedekhov,Wake de Quincey,2018-10-30 19:03:42,37,40,67
40,2018-07-29 14:41:17,2018-12-01 19:56:01,2018-06-14 05:25:14,water,great,Gonzalo Oglethorpe,Korie Rivalant,Vonnie Fenn,2018-11-11 19:52:14,73,70,25
61,2018-08-23 13:29:26,2018-06-03 16:02:27,2019-03-29 06:51:22,monitor crews,poor,Shadow Ateridge,Violette Towhey,Loydie Covington,2018-10-27 14:33:08,46,79,67
75,2018-12-13 14:12:53,2018-09-18 01:32:08,2018-09-20 18:35:01,monitor crews,unacceptable,Darrick Danielkiewicz,Ozzy Jodkowski,Lesly Vellacott,2019-01-14 01:18:58,82,97,19
51,2019-02-17 05:57:41,2018-11-19 06:10:16,2018-08-24 15:21:50,water,exceptional,Spense Wardlaw,Pavia Badcock,Corella Charer,2018-08-16 16:20:34,89,53,76
36,2019-01-13 06:59:49,2018-10-12 17:26:44,2018-06-16 15:11:48,monitor crews,great,Pen Wattinham,York Abels,Jenda Lidstone,2018-09-01 17:17:31,93,16,96
23,2018-06-26 11:17:49,2018-12-21 22:59:47,2018-06-12 15:02:42,water,unacceptable,Georgette Bernolet,Lorri Digan,Isobel Bolderstone,2019-04-03 09:00:55,58,97,65
60,2018-06-30 20:23:03,2018-11-11 13:06:24,2018-08-25 13:25:27,monitor crews,exceptional,Denna Graddell,Yancy Wainman,Hildagarde Hillock,2018-06-14 20:31:11,86,100,100
8,2018-09-09 14:14:28,2018-07-22 08:11:27,2018-11-10 12:44:51,water,great,Moritz Rigge,Vina Meharry,Kacie Glowacki,2018-07-19 03:28:59,85,97,99
29,2018-11-14 11:46:34,2018-12-27 03:01:12,2018-06-07 14:06:20,monitor crews,exceptional,Essie Rijkeseis,Lanny Dearle-Palser,Nonna Shutte,2018-08-04 04:53:26,4,38,31
82,2018-04-16 21:22:36,2018-11-02 18:53:52,2018-12-11 00:39:10,cut brush,poor,Jerri Bygraves,Morissa Fligg,Siffre Allder,2018-04-24 19:03:52,63,5,5
75,2019-01-27 03:03:28,2019-01-01 14:58:30,2018-09-15 23:34:44,cut brush,exceptional,Aubine Carlin,Syman Menlow,Celle Grundwater,2018-09-03 21:17:26,76,54,100
47,2018-05-20 04:28:07,2019-03-18 07:16:28,2018-11-04 22:05:23,cut brush,great,Sydney Bech,Erl Poon,Wolf Albury,2019-03-18 11:52:29,63,27,73
23,2018-11-29 00:40:20,2018-08-01 20:01:51,2018-04-21 06:27:02,cut brush,exceptional,Holden Haydney,Rurik Barkworth,Gabie Rawsen,2018-04-12 13:41:06,18,16,7
7,2018-10-13 02:47:22,2019-01-12 18:17:03,2018-10-23 11:29:06,monitor crews,great,Aeriel McParland,Bertie Nowill,Linzy Gatecliffe,2018-08-11 17:41:35,41,28,77
21,2018-07-05 15:53:20,2018-05-09 23:44:06,2019-02-17 05:00:02,monitor crews,poor,Dorelle Donat,Brooke Baskerville,Harmonie Le Guin,2018-11-10 23:31:11,9,1,32
99,2019-04-03 13:04:09,2018-11-01 10:10:25,2018-10-13 13:39:31,water,great,Rikki Considine,Christyna Ossenna,Candie Valentinuzzi,2019-03-03 21:46:14,19,38,27
94,2018-11-15 11:51:38,2018-08-08 16:11:43,2019-04-07 07:08:33,water,great,Erin Kirley,Leicester Cubberley,Kathryn Michurin,2018-06-25 03:45:47,62,86,89
73,2018-10-26 02:13:24,2018-09-19 02:05:48,2018-11-18 00:09:26,monitor crews,unacceptable,Robers Margrie,Bridget Parkes,Efrem Keld,2018-10-05 15:55:52,91,94,23
29,2018-10-21 12:33:35,2018-12-10 11:34:50,2018-12-09 02:54:43,monitor crews,exceptional,Beulah Hawtrey,Lorrie Secker,Harcourt Pockett,2019-02-26 06:10:26,58,26,42
12,2019-01-15 10:02:02,2018-05-16 15:17:17,2018-10-21 10:05:14,monitor crews,exceptional,Sargent Hillhouse,Kattie Edmundson,Lacey Moulsdale,2019-02-03 03:50:07,37,42,61
59,2018-09-07 11:13:32,2018-04-29 11:21:25,2018-10-02 15:32:26,water,exceptional,Persis Burnell,Melisenda Dunbobin,Modesta Coates,2019-02-03 15:41:49,10,57,83
98,2018-08-11 03:46:13,2018-07-15 06:02:19,2019-01-26 08:09:09,cut brush,great,Noll Dutch,Clyve Chaffin,Charmian McGrirl,2018-09-16 14:52:45,58,38,90
69,2018-07-16 00:54:35,2018-11-29 17:43:11,2018-06-04 01:20:51,cut brush,exceptional,Marylee Devanny,Orella Mushawe,Lurlene Ladbrook,2019-03-18 19:59:08,4,26,44
100,2018-10-22 07:25:21,2019-02-09 16:29:05,2018-12-12 06:19:08,monitor crews,poor,Killie Denys,Nessa McDougall,Devondra Trenaman,2018-06-25 12:04:25,62,50,99
92,2019-02-09 10:38:51,2018-08-13 11:13:00,2018-06-26 12:09:09,water,exceptional,Salem Bentame,Goddard Goulstone,Vernen Bartunek,2018-12-24 21:31:49,79,16,100
78,2019-01-26 17:25:03,2019-03-31 21:02:11,2018-10-15 10:18:23,water,poor,Renata Gard,Wayne Shugg,Ruggiero Bampkin,2018-10-17 07:01:59,2,39,12
39,2018-05-05 14:03:01,2018-06-23 02:25:51,2018-09-13 12:10:32,cut brush,unacceptable,Edgardo Huleatt,Aviva Bradden,Moina Mc Caghan,2018-08-27 02:28:08,89,95,84
96,2018-04-15 20:49:24,2018-07-26 20:47:50,2018-08-20 21:18:30,cut brush,great,Karil Paridge,Karita Edgerly,Cyndi Scully,2019-03-23 12:50:42,58,11,46
68,2018-04-28 21:16:14,2018-09-01 05:22:21,2018-11-18 18:33:06,water,exceptional,Giralda Walley,Calypso Dufton,Natassia MacKaig,2018-06-25 10:34:00,42,14,2
39,2018-10-18 06:56:04,2018-12-08 12:28:22,2018-12-27 02:47:02,water,poor,Alphonso Feaveer,Sascha Asif,Rabbi Patience,2018-11-20 02:36:56,77,50,2
88,2018-09-14 00:10:41,2018-10-13 00:28:27,2018-10-26 06:41:13,monitor crews,unacceptable,Jared Bellward,Brandais De Roeck,Layton McSperron,2019-03-19 17:59:05,61,65,71
66,2018-07-17 05:43:04,2019-02-15 18:29:16,2018-11-20 23:53:09,water,great,Heywood Meah,Michael Maffei,Felicia Bollin,2018-06-14 20:25:38,94,15,39
63,2019-01-15 16:48:00,2018-09-28 20:20:57,2018-05-24 09:46:48,water,exceptional,Mora McAmish,Dawn Hargrave,Bettina Gostick,2018-08-26 16:36:24,68,27,23
48,2018-11-05 01:41:08,2018-06-20 23:17:41,2019-03-22 15:29:35,cut brush,poor,Ives Bage,Aluino Whaley,Langsdon Courteney,2019-03-18 01:21:41,24,48,85
11,2018-12-04 21:47:56,2018-08-15 18:59:56,2018-07-24 01:24:01,cut brush,great,Troy Williscroft,Astrix Courtman,Verge Ponceford,2018-08-13 23:36:29,41,100,46
96,2018-07-24 17:32:28,2018-06-30 13:53:36,2018-04-18 04:56:00,water,great,Ange Lamball,Eamon Guerrero,Louis Tampling,2018-04-29 19:21:18,64,50,73
19,2018-10-14 09:22:40,2019-01-24 04:07:37,2018-06-05 13:51:29,monitor crews,unacceptable,Caria Swindle,Netta Titcom,Amalea Crank,2018-12-01 06:31:21,38,24,15
59,2018-12-23 00:14:47,2018-08-15 04:17:19,2018-05-10 20:59:58,water,unacceptable,Germain Toffaloni,Chris Balhatchet,Hastings Caen,2018-07-11 22:11:08,45,17,65
57,2019-03-10 14:21:55,2018-04-22 13:20:36,2018-10-29 03:23:09,cut brush,unacceptable,Sibylla Kiebes,Aldin Dominiak,Sissy Luigi,2018-12-17 11:56:43,64,30,17
77,2019-03-17 23:39:59,2018-07-03 13:49:44,2019-02-16 19:43:37,cut brush,great,Roderigo Yurivtsev,Colly Meijer,Celinka Hulme,2018-06-04 06:48:26,70,85,49
45,2018-07-19 21:07:07,2019-03-30 07:07:17,2018-10-07 01:00:21,water,unacceptable,Layne Gillibrand,Donavon Froud,Cobbie Di Biagi,2018-09-13 15:04:20,70,55,72
1,2018-11-14 03:44:34,2018-08-18 11:04:07,2018-06-16 04:54:20,monitor crews,poor,Stanly Killner,Aland Sutherden,Bastian Portress,2018-08-06 16:58:53,35,47,9
79,2018-08-04 20:14:59,2018-08-16 13:07:58,2019-02-22 17:07:16,cut brush,poor,Emmery Tinston,Jewel Disney,Hadria Abramov,2019-03-17 14:52:44,2,6,74
51,2019-03-15 09:27:03,2019-01-27 08:08:20,2019-02-07 10:07:13,monitor crews,unacceptable,Leonidas Follin,Drusi Crosdill,Liesa Alloway,2019-01-10 13:36:45,28,9,65
2,2018-12-11 17:10:08,2018-08-14 20:48:06,2018-06-14 06:49:30,water,unacceptable,Tallia Onions,Stacy Garrioch,Jourdain Dominguez,2019-03-26 16:12:35,41,53,54
8,2018-06-28 08:18:10,2019-01-16 07:19:28,2018-08-02 06:41:04,cut brush,great,Francine Angless,Sharlene Rosgen,Nicko Metschke,2019-03-13 23:27:46,5,66,26
48,2019-02-27 15:52:02,2018-12-29 03:53:06,2018-04-15 00:43:26,cut brush,unacceptable,Nesta Tommei,Steward Tomczykiewicz,Vanni Skull,2018-12-20 20:05:39,81,27,34
26,2019-01-10 03:49:57,2018-06-09 09:52:13,2018-04-28 13:26:39,water,exceptional,Rosalinda Negal,Marcela McPaike,Ambur Twycross,2018-05-27 07:49:55,9,94,97
1,2019-03-09 07:37:39,2018-06-26 05:19:14,2019-02-26 18:03:37,monitor crews,great,Collette MacNeely,Donna Woollcott,Orson Syncke,2018-12-31 08:27:00,60,19,10
45,2018-08-09 13:30:58,2018-08-06 02:17:21,2018-10-23 12:28:46,monitor crews,exceptional,Alvinia Greenland,Araldo Haryngton,Adrienne McGriffin,2018-12-21 16:01:34,85,55,46
43,2018-07-18 11:46:05,2018-08-09 08:56:01,2019-01-17 10:51:59,cut brush,poor,Duky Beckles,Bartram Ioannidis,Hartley Rymer,2018-11-29 11:06:30,43,96,50
34,2019-02-21 08:38:00,2019-02-26 19:31:25,2018-08-01 15:47:51,cut brush,exceptional,Teresa Spelling,Ly Kelberman,Karylin Glenny,2019-03-29 15:15:41,73,45,67
21,2018-04-11 03:22:15,2018-12-16 12:57:08,2018-09-01 20:25:52,monitor crews,poor,Myrwyn Beslier,Torey Brinsford,Dorolice Swiffan,2019-02-25 20:53:49,40,47,61
33,2019-04-08 20:02:06,2018-07-04 09:54:06,2018-06-02 13:53:10,cut brush,poor,Emery Paolotto,Davey Hayward,Elnora Balffye,2018-07-30 02:27:32,52,63,12
10,2019-03-11 03:49:52,2019-01-04 00:19:16,2019-01-07 23:04:16,cut brush,great,Weider Box,Cristine Sale,Gerianna Rosoni,2018-07-31 17:08:12,70,76,42
92,2019-03-08 21:47:45,2018-07-24 14:51:20,2018-07-08 13:16:02,monitor crews,poor,Jazmin Chiverton,Dan Kalisz,Celesta Preskett,2018-10-04 04:53:31,20,21,66
60,2018-06-11 00:21:19,2018-12-09 08:09:45,2018-07-02 17:09:42,monitor crews,great,Britt Heckney,Horatio Gors,Oralla Darcy,2019-01-10 20:23:47,67,58,20
13,2018-08-27 16:54:55,2018-10-20 18:23:29,2018-05-28 03:47:37,monitor crews,poor,Corinne Bugdall,Rochester Searles,Adora Malling,2018-06-28 04:51:43,72,19,66
61,2018-05-16 02:38:57,2018-09-18 09:54:45,2019-04-09 13:54:40,water,poor,Say Neilands,Rhys Huntar,Odelinda Copcott,2018-05-12 16:05:28,7,55,67
95,2019-01-18 07:19:02,2018-08-16 20:17:43,2018-06-02 00:26:36,monitor crews,poor,Brandie Bottomer,Jessa Willock,Laryssa MacFaell,2019-03-23 09:25:43,48,25,35
